from_cluster,to_cluster,edge_count
sentinel.telemetry.kernel,sentinel.operator.workflow_models,1
sentinel.telemetry.kernel,sentinel.power.runtime,1
sentinel.telemetry.kernel,sentinel.telemetry.models,1
sentinel.telemetry.kernel,sentinel.telemetry.redaction,1
sentinel.telemetry.kernel,sentinel.telemetry.store,1
sentinel.telemetry.kernel,sentinel.telemetry.policy,1
sentinel.telemetry.models,sentinel.agent.model_execution,1
sentinel.telemetry.models,sentinel.operator.redaction,1
sentinel.telemetry.models,sentinel.operator.safety,1
sentinel.telemetry.models,sentinel.shared.models,1
sentinel.telemetry.models,sentinel.telemetry.redaction,1
sentinel.telemetry.policy,sentinel.shared.models,1
sentinel.telemetry.redaction,sentinel.agent.model_execution,1
sentinel.telemetry.redaction,sentinel.operator.redaction,1
sentinel.telemetry.redaction,sentinel.shared.safety_scanner,1
sentinel.telemetry.store,sentinel.agent.model_execution,1
sentinel.telemetry.store,sentinel.telemetry.models,1
sentinel.telemetry.__init__,sentinel.telemetry.kernel,1
sentinel.telemetry.__init__,sentinel.telemetry.models,1
sentinel.telemetry.__init__,sentinel.telemetry.store,1
sentinel.telemetry.__init__,sentinel.telemetry.policy,1
sentinel.perf.bench,sentinel.agent.context_builder,1
sentinel.perf.bench,sentinel.agent.context_compressor,1
sentinel.perf.bench,sentinel.agent.decision_frame,1
sentinel.perf.bench,sentinel.agent.evidence_ranker,1
sentinel.perf.bench,sentinel.agent.runtime,1
sentinel.perf.bench,sentinel.agent.model_contract,1
sentinel.perf.bench,sentinel.agent.model_cost,1
sentinel.perf.bench,sentinel.agent.prompt_budget,1
sentinel.perf.bench,sentinel.mission.models,1
sentinel.perf.bench,sentinel.mission.runner,1
sentinel.perf.bench,sentinel.perf.caches,1
sentinel.perf.bench,sentinel.shared.enums,1
sentinel.perf.bench,sentinel.shared.events,1
sentinel.perf.caches,sentinel.agent.models,1
sentinel.perf.caches,sentinel.perf.caches,1
sentinel.perf.hot_cold,sentinel.agent.evidence_ranker,1
sentinel.perf.hot_cold,sentinel.organs.dry_run,1
sentinel.perf.hot_cold,sentinel.organs.receipts,1
sentinel.perf.hot_cold,sentinel.perf.measure,1
sentinel.perf.hot_cold,sentinel.mission.models,1
sentinel.perf.measure,sentinel.agent.evidence_ranker,1
sentinel.perf.sched,sentinel.organs.authority,1
sentinel.perf.sched,sentinel.organs.dry_run,1
sentinel.perf.sched,sentinel.organs.kill_switch,1
sentinel.perf.sched,sentinel.mission.models,1
sentinel.perf.workspace,sentinel.shared.models,1
sentinel.perf.workspace,sentinel.perf.hot_cold,1
sentinel.perf.workspace,sentinel.perf.workspace,1
sentinel.organs.browser,sentinel.capabilities.models,1
sentinel.organs.browser,sentinel.capabilities.risk,1
sentinel.organs.browser,sentinel.shared.safety_scanner,1
sentinel.organs.browser,sentinel.shared.enums,1
sentinel.organs.browser,sentinel.agent.final_gate,1
sentinel.organs.browser,sentinel.agent.models,1
sentinel.organs.browser,sentinel.agent.evidence_ranker,1
sentinel.organs.browser,sentinel.organs.reality_activation,1
sentinel.organs.browser,sentinel.agent.action_engine,1
sentinel.organs.browser,sentinel.agent.browser,1
sentinel.organs.browser,sentinel.agent.perception,1
sentinel.organs.browser,sentinel.organs.dry_run,1
sentinel.organs.browser,sentinel.organs.kill_switch,1
sentinel.organs.browser,sentinel.organs.receipts,1
sentinel.organs.capital,sentinel.shared.models,1
sentinel.organs.capital,sentinel.organs.capital,1
sentinel.organs.channels,sentinel.shared.events,1
sentinel.organs.channels,sentinel.organs.contracts,1
sentinel.organs.credentials,sentinel.shared.safety_scanner,1
sentinel.organs.credentials,sentinel.organs.lanes,1
sentinel.organs.desktop,sentinel.shared.events,1
sentinel.organs.desktop,sentinel.agent.evidence_ranker,1
sentinel.organs.external_api,sentinel.shared.events,1
sentinel.organs.external_api,sentinel.organs.contracts,1
sentinel.organs.external_api,sentinel.organs.authority,1
sentinel.organs.external_api,sentinel.organs.lanes,1
sentinel.organs.spend,sentinel.shared.models,1
sentinel.organs.spend,sentinel.organs.spend,1
sentinel.missions.gtm,sentinel.mission.reviewer,1
sentinel.missions.gtm,sentinel.mission.success,1
sentinel.missions.gtm,sentinel.mission.registry,1
sentinel.missions.research_summary,sentinel.mission.reviewer,1
sentinel.missions.research_summary,sentinel.mission.success,1
sentinel.missions.research_summary,sentinel.mission.registry,1
sentinel.capabilities.fixtures,sentinel.capabilities.models,1
sentinel.capabilities.fixtures,sentinel.capabilities.risk,1
sentinel.agent.brain,sentinel.agent.model_contract,1
sentinel.agent.brain,sentinel.agent.model_execution,1
sentinel.agent.brain,sentinel.shared.models,1
sentinel.agent.brain,sentinel.shared.safety_scanner,1
sentinel.agent.brain,sentinel.memory.integration,1
sentinel.agent.brain,sentinel.agent.brain,1
sentinel.agent.browser,sentinel.agent.evidence,1
sentinel.agent.browser,sentinel.agent.hypothesis,1
sentinel.agent.browser,sentinel.agent.perception,1
sentinel.agent.browser,sentinel.agent.final_gate,1
sentinel.agent.browser,sentinel.agent.llm,1
sentinel.agent.llm,sentinel.agent.models,1
sentinel.agent.llm,sentinel.agent.model_contract,1
sentinel.agent.llm,sentinel.agent.browser,1
sentinel.agent.llm,sentinel.agent.tool_call_protocol,1
sentinel.agent.llm,sentinel.capabilities.risk,1
sentinel.agent.llm,sentinel.capabilities.registry,1
sentinel.agent.model_execution,sentinel.agent.decision_frame,1
sentinel.agent.model_execution,sentinel.agent.model_contract,1
sentinel.agent.model_execution,sentinel.perf.caches,1
sentinel.agent.model_execution,sentinel.shared.safety_scanner,1
sentinel.agent.organs,sentinel.agent.tool_call_protocol,1
sentinel.agent.organs,sentinel.capabilities,1
sentinel.agent.organs,sentinel.shared.events,1
sentinel.agent.perception,sentinel.shared.models,1
tests.test_account_creation_login_special_authority_v1,sentinel.mission.models,1
tests.test_account_creation_login_special_authority_v1,sentinel.operator.credential_vault,1
tests.test_account_creation_login_special_authority_v1,sentinel.operator.credential_vault_models,1
tests.test_account_creation_login_special_authority_v1,sentinel.operator.kernel,1
tests.test_account_creation_login_special_authority_v1,sentinel.operator.models,1
tests.test_account_creation_login_special_authority_v1,sentinel.operator.account_authority_replay,1
tests.test_account_creation_login_special_authority_v1,sentinel.telemetry.models,1
tests.test_agent_adaptive_debate,sentinel.agent,1
tests.test_agent_artifact_capture,sentinel.agent,1
tests.test_agent_bayesian_belief_state,sentinel.agent,1
tests.test_agent_brainbench,sentinel.agent,1
tests.test_agent_brain_l4_integrated_review,sentinel.agent,1
tests.test_agent_brain_l4_integrated_review,sentinel.mission,1
tests.test_agent_brain_l4_integrated_review,sentinel.shared.enums,1
tests.test_agent_brain_l4_premortem_fixtures,sentinel.agent,1
tests.test_agent_brain_l4_premortem_fixtures,sentinel.agent.event_bus,1
tests.test_agent_brain_l4_premortem_fixtures,sentinel.mission,1
tests.test_agent_brain_l4_premortem_fixtures,sentinel.shared.enums,1
tests.test_agent_browser_accessibility_snapshot,sentinel.agent,1
tests.test_agent_browser_accessibility_snapshot,sentinel.agent.browser,1
tests.test_agent_browser_artifact_quality,sentinel.agent,1
tests.test_agent_browser_artifact_quality,sentinel.agent.browser,1
tests.test_agent_browser_artifact_quality,sentinel.agent.final_gate,1
tests.test_agent_browser_cortex,sentinel.agent,1
tests.test_agent_browser_cortex,sentinel.capabilities,1
tests.test_agent_browser_cortex,sentinel.mission,1
tests.test_agent_browser_cortex,sentinel.shared.enums,1
tests.test_agent_browser_evidence_adapter,sentinel.agent,1
tests.test_agent_browser_evidence_adapter,sentinel.agent.browser,1
tests.test_agent_browser_extraction,sentinel.agent,1
tests.test_agent_browser_extraction,sentinel.agent.browser,1
tests.test_agent_browser_fake_eval,sentinel.agent.browser,1
tests.test_agent_browser_interaction_dry_run,sentinel.agent,1
tests.test_agent_browser_interaction_dry_run,sentinel.agent.browser,1
tests.test_agent_browser_interaction_dry_run,sentinel.agent.final_gate,1
tests.test_agent_browser_interaction_dry_run,sentinel.agent.phases,1
tests.test_agent_browser_interaction_execution,sentinel.agent,1
tests.test_agent_browser_interaction_execution,sentinel.agent.final_gate,1
tests.test_agent_browser_interaction_execution,sentinel.agent.phases,1
tests.test_agent_browser_interaction_execution,sentinel.agent.tool_call_protocol,1
tests.test_agent_browser_interaction_execution,sentinel.capabilities,1
tests.test_agent_browser_interaction_execution,sentinel.mission,1
tests.test_agent_browser_interaction_execution,sentinel.shared.enums,1
tests.test_agent_browser_live_fetch,sentinel.agent,1
tests.test_agent_browser_live_fetch,sentinel.agent.browser,1
tests.test_agent_browser_operator_runtime_integration,sentinel.agent,1
tests.test_agent_browser_operator_runtime_integration,sentinel.agent.browser,1
tests.test_agent_browser_operator_runtime_integration,sentinel.agent.phases,1
tests.test_agent_browser_operator_runtime_integration,sentinel.capabilities,1
tests.test_agent_browser_operator_runtime_integration,sentinel.mission,1
tests.test_agent_browser_operator_runtime_integration,sentinel.mission.models,1
tests.test_agent_browser_operator_runtime_integration,sentinel.shared.enums,1
tests.test_agent_browser_operator_runtime_minicorpus,sentinel.agent,1
tests.test_agent_browser_operator_runtime_minicorpus,sentinel.agent.browser,1
tests.test_agent_browser_operator_runtime_minicorpus,sentinel.agent.phases,1
tests.test_agent_browser_operator_runtime_minicorpus,sentinel.capabilities,1
tests.test_agent_browser_operator_runtime_minicorpus,sentinel.mission,1
tests.test_agent_browser_operator_runtime_minicorpus,sentinel.shared.enums,1
tests.test_agent_browser_p4d_h_hardening,sentinel.agent,1
tests.test_agent_browser_p4d_h_hardening,sentinel.agent.browser,1
tests.test_agent_browser_p4d_h_hardening,sentinel.agent.artifact_capture,1
tests.test_agent_browser_p4d_h_hardening,sentinel.mission,1
tests.test_agent_browser_p4d_h_hardening,sentinel.shared.enums,1
tests.test_agent_browser_p4e_self_hosted_benchmark,sentinel.agent.browser,1
tests.test_agent_browser_p4f_peer_benchmark,sentinel.agent.browser,1
tests.test_agent_browser_playwright_renderer,sentinel.agent,1
tests.test_agent_browser_playwright_renderer,sentinel.agent.browser,1
tests.test_agent_browser_public_lifecycle,sentinel.agent,1
tests.test_agent_browser_public_lifecycle,sentinel.agent.browser,1
tests.test_agent_browser_public_lifecycle,sentinel.agent.final_gate,1
tests.test_agent_browser_public_lifecycle,sentinel.agent.phases,1
tests.test_agent_browser_reliability_supervisor,sentinel.agent,1
tests.test_agent_browser_reliability_supervisor,sentinel.agent.browser,1
tests.test_agent_browser_reliability_supervisor,sentinel.agent.final_gate,1
tests.test_agent_browser_reliability_supervisor,sentinel.agent.phases,1
tests.test_agent_browser_rendered_snapshot,sentinel.agent,1
tests.test_agent_browser_rendered_snapshot,sentinel.agent.browser,1
tests.test_agent_browser_runtime_integration,sentinel.agent,1
tests.test_agent_browser_runtime_integration,sentinel.capabilities,1
tests.test_agent_browser_runtime_integration,sentinel.mission,1
tests.test_agent_browser_runtime_integration,sentinel.shared.enums,1
tests.test_agent_browser_url_guard,sentinel.agent.browser,1
tests.test_agent_browser_v25_observation,sentinel.agent,1
tests.test_agent_browser_v25_observation,sentinel.agent.browser,1
tests.test_agent_browser_v25_observation,sentinel.agent.final_gate,1
tests.test_agent_browser_v25_observation,sentinel.agent.phases,1
tests.test_agent_browser_v25_operator,sentinel.agent,1
tests.test_agent_browser_v25_operator,sentinel.agent.browser,1
tests.test_agent_browser_v25_operator,sentinel.agent.final_gate,1
tests.test_agent_browser_v25_operator,sentinel.agent.phases,1
tests.test_agent_browser_v3_download_quarantine,sentinel.agent,1
tests.test_agent_browser_v3_download_quarantine,sentinel.agent.browser,1
tests.test_agent_browser_v3_download_quarantine,sentinel.agent.final_gate,1
tests.test_agent_browser_v3_download_quarantine,sentinel.agent.llm,1
tests.test_agent_browser_v3_download_quarantine,sentinel.agent.tool_call_protocol,1
tests.test_agent_browser_v3_download_quarantine,sentinel.capabilities,1
tests.test_agent_browser_v3_download_quarantine,sentinel.capabilities.risk,1
tests.test_agent_browser_v3_download_quarantine,sentinel.mission,1
tests.test_agent_browser_v3_download_quarantine,sentinel.shared.enums,1
tests.test_agent_browser_v3_fixture_bench,sentinel.agent,1
tests.test_agent_browser_v3_fixture_bench,sentinel.agent.browser,1
tests.test_agent_browser_v3_fixture_bench,sentinel.agent.final_gate,1
tests.test_agent_browser_v3_fixture_bench,sentinel.mission,1
tests.test_agent_browser_v3_fixture_bench,sentinel.shared.enums,1
tests.test_agent_browser_v3_form_submit,sentinel.agent,1
tests.test_agent_browser_v3_form_submit,sentinel.agent.final_gate,1
tests.test_agent_browser_v3_form_submit,sentinel.agent.llm,1
tests.test_agent_browser_v3_form_submit,sentinel.agent.phases,1
tests.test_agent_browser_v3_form_submit,sentinel.agent.tool_call_protocol,1
tests.test_agent_browser_v3_form_submit,sentinel.capabilities,1
tests.test_agent_browser_v3_form_submit,sentinel.capabilities.risk,1
tests.test_agent_browser_v3_form_submit,sentinel.mission,1
tests.test_agent_browser_v3_form_submit,sentinel.organs.browser,1
tests.test_agent_browser_v3_form_submit,sentinel.shared.enums,1
tests.test_agent_browser_v3_live_adapter_harness,sentinel.agent,1
tests.test_agent_browser_v3_live_adapter_harness,sentinel.agent.browser,1
tests.test_agent_browser_v3_live_adapter_harness,sentinel.agent.final_gate,1
tests.test_agent_browser_v3_live_adapter_harness,sentinel.mission,1
tests.test_agent_browser_v3_live_adapter_harness,sentinel.shared.enums,1
tests.test_agent_browser_v3_measured_supremacy,sentinel.agent.browser,1
tests.test_agent_browser_v3_remaining_authorities,sentinel.agent,1
tests.test_agent_browser_v3_remaining_authorities,sentinel.agent.final_gate,1
tests.test_agent_browser_v3_remaining_authorities,sentinel.agent.llm,1
tests.test_agent_browser_v3_remaining_authorities,sentinel.agent.phases,1
tests.test_agent_browser_v3_remaining_authorities,sentinel.capabilities.risk,1
tests.test_agent_browser_v3_remaining_authorities,sentinel.mission,1
tests.test_agent_browser_v3_remaining_authorities,sentinel.shared.enums,1
tests.test_agent_browser_v3_upload_authorized,sentinel.agent,1
tests.test_agent_browser_v3_upload_authorized,sentinel.agent.final_gate,1
tests.test_agent_browser_v3_upload_authorized,sentinel.agent.llm,1
tests.test_agent_browser_v3_upload_authorized,sentinel.agent.phases,1
tests.test_agent_browser_v3_upload_authorized,sentinel.agent.tool_call_protocol,1
tests.test_agent_browser_v3_upload_authorized,sentinel.capabilities,1
tests.test_agent_browser_v3_upload_authorized,sentinel.capabilities.risk,1
tests.test_agent_browser_v3_upload_authorized,sentinel.mission,1
tests.test_agent_browser_v3_upload_authorized,sentinel.shared.enums,1
tests.test_agent_controlled_capability,sentinel.agent,1
tests.test_agent_controlled_capability,sentinel.capabilities,1
tests.test_agent_controlled_capability,sentinel.mission,1
tests.test_agent_controlled_capability,sentinel.shared.enums,1
tests.test_agent_core_final_gate,sentinel.agent,1
tests.test_agent_core_final_gate,sentinel.mission,1
tests.test_agent_core_final_gate,sentinel.mission.trace_timeline,1
tests.test_agent_core_final_gate,sentinel.shared.enums,1
tests.test_agent_core_final_gate,sentinel.shared.models,1
tests.test_agent_core_models,sentinel.agent.phases,1
tests.test_agent_core_models,sentinel.agent.uncertainty,1
tests.test_agent_count_controller,sentinel.agent,1
tests.test_agent_count_controller,sentinel.mission,1
tests.test_agent_count_controller,sentinel.shared.enums,1
tests.test_agent_effort_router,sentinel.agent,1
tests.test_agent_effort_router,sentinel.agent.state,1
tests.test_agent_effort_router,sentinel.agent.uncertainty,1
tests.test_agent_effort_router,sentinel.mission,1
tests.test_agent_effort_router,sentinel.shared.enums,1
tests.test_agent_epistemic_action,sentinel.agent,1
tests.test_agent_epistemic_action,sentinel.mission,1
tests.test_agent_epistemic_action,sentinel.shared.enums,1
tests.test_agent_eval_bench,sentinel.agent,1
tests.test_agent_eval_bench,sentinel.mission,1
tests.test_agent_eval_bench,sentinel.shared.enums,1
tests.test_agent_event_bus,sentinel.agent,1
tests.test_agent_evidence_chain,sentinel.agent,1
tests.test_agent_evidence_chain,sentinel.mission,1
tests.test_agent_evidence_chain,sentinel.shared.enums,1
tests.test_agent_execution_posture,sentinel.agent,1
tests.test_agent_execution_posture,sentinel.mission,1
tests.test_agent_execution_posture,sentinel.shared.enums,1
tests.test_agent_global_workspace,sentinel.agent,1
tests.test_agent_global_workspace,sentinel.mission,1
tests.test_agent_global_workspace,sentinel.shared.enums,1
tests.test_agent_hypothesis,sentinel.agent,1
tests.test_agent_hypothesis,sentinel.shared.enums,1
tests.test_agent_hypothesis,sentinel.mission,1
tests.test_agent_invariants,sentinel.agent,1
tests.test_agent_invariants,sentinel.agent.phases,1
tests.test_agent_invariants,sentinel.mission,1
tests.test_agent_invariants,sentinel.mission.autonomy,1
tests.test_agent_invariants,sentinel.mission.models,1
tests.test_agent_llm_context_pack,sentinel.agent,1
tests.test_agent_llm_context_pack,sentinel.agent.final_gate,1
tests.test_agent_llm_context_pack,sentinel.mission,1
tests.test_agent_llm_context_pack,sentinel.shared.enums,1
tests.test_agent_llm_tool_intent_compiler,sentinel.agent,1
tests.test_agent_llm_tool_intent_compiler,sentinel.agent.final_gate,1
tests.test_agent_llm_tool_intent_compiler,sentinel.capabilities,1
tests.test_agent_llm_tool_intent_compiler,sentinel.mission,1
tests.test_agent_llm_tool_intent_compiler,sentinel.shared.enums,1
tests.test_agent_mission_entropy,sentinel.agent,1
tests.test_agent_mission_entropy,sentinel.mission,1
tests.test_agent_mission_entropy,sentinel.shared.enums,1
tests.test_agent_perception_action_engine,sentinel.agent,1
tests.test_agent_perception_action_engine,sentinel.agent.browser,1
tests.test_agent_perception_action_engine,sentinel.agent.final_gate,1
tests.test_agent_perception_action_engine,sentinel.capabilities.risk,1
tests.test_agent_perception_action_engine,sentinel.mission,1
tests.test_agent_perception_action_engine,sentinel.shared.enums,1
tests.test_agent_phases,sentinel.agent.exceptions,1
tests.test_agent_phases,sentinel.agent.phases,1
tests.test_agent_phases,sentinel.agent.state,1
tests.test_agent_repair_loop,sentinel.agent,1
tests.test_agent_repair_loop,sentinel.agent.models,1
tests.test_agent_repair_loop,sentinel.agent.state,1
tests.test_agent_repair_loop,sentinel.mission,1
tests.test_agent_repair_loop,sentinel.shared.enums,1
tests.test_agent_resourcefulness_engine,sentinel.agent,1
tests.test_agent_resourcefulness_engine,sentinel.mission,1
tests.test_agent_resourcefulness_engine,sentinel.shared.enums,1
tests.test_agent_runtime,sentinel.agent,1
tests.test_agent_runtime,sentinel.mission,1
tests.test_agent_runtime,sentinel.shared.enums,1
tests.test_agent_runtime,sentinel.mission.models,1
tests.test_agent_runtime_certification,sentinel.agent,1
tests.test_agent_runtime_certification,sentinel.mission,1
tests.test_agent_runtime_certification,sentinel.shared.enums,1
tests.test_agent_skill_procedure_graph,sentinel.agent,1
tests.test_agent_skill_procedure_graph,sentinel.mission,1
tests.test_agent_skill_procedure_graph,sentinel.shared.enums,1
tests.test_agent_society_manager,sentinel.agent,1
tests.test_agent_society_manager,sentinel.mission,1
tests.test_agent_society_manager,sentinel.shared.enums,1
tests.test_agent_tool_call_protocol,sentinel.agent,1
tests.test_agent_tool_call_protocol,sentinel.capabilities,1
tests.test_agent_tool_call_protocol,sentinel.capabilities.manifest,1
tests.test_agent_tool_call_protocol,sentinel.mission,1
tests.test_agent_tool_call_protocol,sentinel.shared.enums,1
tests.test_agent_tool_selection,sentinel.agent,1
tests.test_agent_tool_selection,sentinel.agent.capability_selector,1
tests.test_agent_tool_selection,sentinel.agent.method_selector,1
tests.test_agent_tool_selection,sentinel.agent.models,1
tests.test_agent_tool_selection,sentinel.agent.review_loop,1
tests.test_agent_tool_selection,sentinel.agent.tool_selector,1
tests.test_agent_tool_selection,sentinel.capabilities,1
tests.test_agent_tool_selection,sentinel.mission,1
tests.test_agent_tool_selection,sentinel.shared.enums,1
tests.test_agent_trace_replay,sentinel.agent,1
tests.test_agent_trace_replay,sentinel.mission,1
tests.test_agent_trace_replay,sentinel.shared.enums,1
tests.test_agent_world_model,sentinel.agent,1
tests.test_agent_world_model,sentinel.agent.state,1
tests.test_agent_world_model,sentinel.shared.enums,1
tests.test_agent_world_model,sentinel.mission,1
tests.test_audit_remediation_batch_lock,sentinel.agent.llm,1
tests.test_audit_remediation_batch_lock,sentinel.shared.safety_scanner,1
tests.test_audit_remediation_batch_lock,sentinel.agent.model_execution,1
tests.test_audit_remediation_batch_lock,sentinel.shared.events,1
tests.test_audit_remediation_batch_lock,sentinel.organs.browser,1
tests.test_brain_cognition_loop_wiring,sentinel.agent.brain,1
tests.test_brain_cognition_loop_wiring,sentinel.agent.llm,1
tests.test_brain_cognition_loop_wiring,sentinel.agent.model_contract,1
tests.test_brain_cognition_loop_wiring,sentinel.agent.model_cost,1
tests.test_brain_cognition_loop_wiring,sentinel.agent.organs,1
tests.test_brain_cognition_loop_wiring,sentinel.agent.runtime,1
tests.test_brain_native_candidate_source_and_memory_feedback_lock,sentinel.agent,1
tests.test_brain_native_candidate_source_and_memory_feedback_lock,sentinel.agent.brain,1
tests.test_brain_native_candidate_source_and_memory_feedback_lock,sentinel.agent.model_contract,1
tests.test_brain_native_candidate_source_and_memory_feedback_lock,sentinel.agent.model_cost,1
tests.test_brain_native_candidate_source_and_memory_feedback_lock,sentinel.agent.model_execution,1
tests.test_brain_native_candidate_source_and_memory_feedback_lock,sentinel.memory,1
tests.test_brain_native_candidate_source_and_memory_feedback_lock,sentinel.mission,1
tests.test_brain_native_candidate_source_and_memory_feedback_lock,sentinel.organs.browser,1
tests.test_brain_native_candidate_source_and_memory_feedback_lock,sentinel.shared.enums,1
tests.test_brain_to_organ_runtime_closed_loop,sentinel.agent,1
tests.test_brain_to_organ_runtime_closed_loop,sentinel.agent.llm,1
tests.test_brain_to_organ_runtime_closed_loop,sentinel.agent.model_execution,1
tests.test_brain_to_organ_runtime_closed_loop,sentinel.agent.organs,1
tests.test_brain_to_organ_runtime_closed_loop,sentinel.mission,1
tests.test_brain_to_organ_runtime_closed_loop,sentinel.organs.browser,1
tests.test_brain_to_organ_runtime_closed_loop,sentinel.shared.enums,1
tests.test_browser_account_creation_special_authority_l7,sentinel.mission.models,1
tests.test_browser_account_creation_special_authority_l7,sentinel.shared.enums,1
tests.test_browser_benchmark_gauntlet_web_arena_style,sentinel.mission.models,1
tests.test_browser_benchmark_gauntlet_web_arena_style,sentinel.shared.enums,1
tests.test_browser_boundary_manager_l6_l7,sentinel.mission.models,1
tests.test_browser_boundary_manager_l6_l7,sentinel.shared.enums,1
tests.test_browser_controlled_extension_webmcp_bridge_l7,sentinel.mission.models,1
tests.test_browser_controlled_extension_webmcp_bridge_l7,sentinel.shared.enums,1
tests.test_browser_devtools_backend_adapter_foundation_v1,sentinel.mission.models,1
tests.test_browser_devtools_backend_adapter_foundation_v1,sentinel.shared.enums,1
tests.test_browser_devtools_input_parity_l5_l6,sentinel.mission.models,1
tests.test_browser_devtools_input_parity_l5_l6,sentinel.shared.enums,1
tests.test_browser_devtools_machine_intelligence_v1,sentinel.mission.models,1
tests.test_browser_devtools_machine_intelligence_v1,sentinel.shared.enums,1
tests.test_browser_download_upload_quarantine_l6,sentinel.mission.models,1
tests.test_browser_download_upload_quarantine_l6,sentinel.shared.enums,1
tests.test_browser_failure_recovery_engine_v1,sentinel.mission.models,1
tests.test_browser_failure_recovery_engine_v1,sentinel.shared.enums,1
tests.test_browser_failure_recovery_engine_v1,sentinel.agent.model_execution,1
tests.test_browser_final_capability_lock,sentinel.agent.organs,1
tests.test_browser_form_submit_special_authority_l6,sentinel.mission.models,1
tests.test_browser_form_submit_special_authority_l6,sentinel.shared.enums,1
tests.test_browser_js_sandbox_special_authority_l6,sentinel.mission.models,1
tests.test_browser_js_sandbox_special_authority_l6,sentinel.shared.enums,1
tests.test_browser_login_credential_session_broker_l6,sentinel.mission.models,1
tests.test_browser_login_credential_session_broker_l6,sentinel.organs.credentials,1
tests.test_browser_login_credential_session_broker_l6,sentinel.shared.enums,1
tests.test_browser_multi_step_task_orchestrator_v1,sentinel.mission.models,1
tests.test_browser_multi_step_task_orchestrator_v1,sentinel.shared.enums,1
tests.test_browser_network_har_response_quarantine_v1,sentinel.mission.models,1
tests.test_browser_network_har_response_quarantine_v1,sentinel.shared.enums,1
tests.test_browser_neural_audit_remediation_lock,sentinel.agent.model_execution,1
tests.test_browser_neural_audit_remediation_lock,sentinel.mission.models,1
tests.test_browser_neural_audit_remediation_lock,sentinel.shared.enums,1
tests.test_browser_neural_memory_feedback_lock,sentinel.agent,1
tests.test_browser_observability_replay_studio_v1,sentinel.mission.models,1
tests.test_browser_observability_replay_studio_v1,sentinel.shared.enums,1
tests.test_browser_operating_subsystem_hardened_live_backend_lock,sentinel.agent.model_execution,1
tests.test_browser_operating_subsystem_hardened_live_backend_lock,sentinel.mission.models,1
tests.test_browser_operating_subsystem_hardened_live_backend_lock,sentinel.shared.enums,1
tests.test_browser_operator_agent_l4_l5_live,sentinel.mission.models,1
tests.test_browser_operator_agent_l4_l5_live,sentinel.shared.enums,1
tests.test_browser_organ_final_gate,sentinel.agent,1
tests.test_browser_organ_final_gate,sentinel.mission,1
tests.test_browser_organ_final_gate,sentinel.organs.browser,1
tests.test_browser_organ_final_gate,sentinel.shared.enums,1
tests.test_browser_payment_spend_special_authority_l7,sentinel.mission.models,1
tests.test_browser_payment_spend_special_authority_l7,sentinel.shared.enums,1
tests.test_browser_performance_lighthouse_organ_v1,sentinel.mission.models,1
tests.test_browser_performance_lighthouse_organ_v1,sentinel.shared.enums,1
tests.test_browser_preparation_organ_v1,sentinel.agent.llm,1
tests.test_browser_preparation_organ_v1,sentinel.agent.runtime,1
tests.test_browser_preparation_organ_v1,sentinel.organs.browser,1
tests.test_browser_readonly_organ_v1,sentinel.agent.llm,1
tests.test_browser_readonly_organ_v1,sentinel.agent.runtime,1
tests.test_browser_readonly_organ_v1,sentinel.organs.browser,1
tests.test_browser_readonly_preparation_agentruntime_opt_in,sentinel.agent.llm,1
tests.test_browser_readonly_preparation_agentruntime_opt_in,sentinel.agent.runtime,1
tests.test_browser_readonly_preparation_agentruntime_opt_in,sentinel.mission,1
tests.test_browser_readonly_preparation_agentruntime_opt_in,sentinel.organs.browser,1
tests.test_browser_readonly_preparation_agentruntime_opt_in,sentinel.shared.enums,1
tests.test_browser_receipt_wrapper,sentinel.organs,1
tests.test_browser_receipt_wrapper,sentinel.organs.exceptions,1
tests.test_browser_receipt_wrapper,sentinel.organs.receipts,1
tests.test_browser_receipt_wrapper,sentinel.shared.events,1
tests.test_browser_receipt_wrapper,sentinel.shared.models,1
tests.test_browser_receipt_wrapper,sentinel.mission.models,1
tests.test_browser_receipt_wrapper,sentinel.shared.enums,1
tests.test_browser_runtime_agentruntime_full_browser_stack_lock,sentinel.agent,1
tests.test_browser_runtime_agentruntime_full_browser_stack_lock,sentinel.agent.llm,1
tests.test_browser_runtime_agentruntime_full_browser_stack_lock,sentinel.agent.model_contract,1
tests.test_browser_runtime_agentruntime_full_browser_stack_lock,sentinel.agent.model_cost,1
tests.test_browser_runtime_agentruntime_full_browser_stack_lock,sentinel.mission.models,1
tests.test_browser_runtime_unification_l5_l6_dispatch_lock,sentinel.agent.llm,1
tests.test_browser_runtime_unification_l5_l6_dispatch_lock,sentinel.agent.runtime,1
tests.test_browser_runtime_unification_l5_l6_dispatch_lock,sentinel.mission.models,1
tests.test_browser_runtime_unification_l5_l6_dispatch_lock,sentinel.shared.enums,1
tests.test_browser_runtime_unification_l6_login_file_js_dispatch_lock,sentinel.agent.llm,1
tests.test_browser_runtime_unification_l6_login_file_js_dispatch_lock,sentinel.mission.models,1
tests.test_browser_runtime_unification_l6_login_file_js_dispatch_lock,sentinel.organs.credentials,1
tests.test_browser_runtime_unification_l6_login_file_js_dispatch_lock,sentinel.shared.enums,1
tests.test_browser_semantic_extraction_agentruntime_opt_in,sentinel.agent.llm,1
